樂term,樂count,好term,好count,怒term,怒count,哀term,哀count,懼term,懼count,惡term,惡count,驚term,驚count,否定詞,否定詞count,程度詞,程度詞count,頻率詞,頻率詞count
青春,409
青春,409
彩虹,85
依偎,25
陽光,206
灑脫,23
快樂,279
快樂,279
快樂,279
如願,5
解脫,27
舒服,36
舒服,36
平靜,35
解脫,27
如願,5
解脫,27
開花結果,4
開花結果,4
開花結果,4
微笑,154
彩虹,85
樂園,16
陽光,206
飛翔,102
自然,45
快樂,279
理直氣壯,7
四通八達,3
地久天長,3
快樂,279
不怕,108
安慰,64
安慰,64
安慰,64
安慰,64
慰藉,4
起來,106
起來,106
飛翔,102
飛翔,102
任憑,28
青春,409
飛翔,102
陽光,206
飛翔,102
賺錢,25
自在,39
微笑,154
高昂,6
知足,6
快樂,279
青春,409
滿足,36
契機,1
願望,55
快樂,279
開心,124
和平,12
便當,11
徜徉,18
打扮,8
約會,16
約會,16
微笑,154
微笑,154
原諒,79
盡情,70
擺動,15
安全,13
熱烈,28
安全,13
微笑,154
青春,409
含笑,2
青春,409
青春,409
安全,13
踏實,5
坦然,13
快樂,279
快樂,279
自然,45
原諒,79
青春,409
歡笑,41
平靜,35
起來,106
放鬆,32
開心,124
完善,1
陽光,206
快樂,279
快樂,279
青春,409
歡迎,33
狂歡,21
奔放,3
賺錢,25
快樂,279
悠閒,20
悠閒,20
通過,7
娛樂,2
自然,45
花朵,35
花朵,35
風和日麗,6
風和日麗,6
起來,106
起來,106
陽光,206
暢快,22
暢快,22
恍然大悟,3
暢快,22
暢快,22
知足,6
大夢初醒,1
遊戲,93
願意,96
陽光,206
青春,409
陽光,206
運氣,7
願意,96
開心,124
笑容,146
願意,96
開心,124
笑容,146
棋逢對手,1
風和日麗,6
風和日麗,6
幸福,128
花朵,35
彩虹,85
笑容,146
好過,13
好過,13
遊戲,93
燭光,8
原諒,79
灑脫,23
熱鬧,33
勝仗,2
出頭,5
快樂,279
快樂,279
飛翔,102
飛翔,102
陽光,206
盎然,2
微笑,154
盡情,70
享受,117
微笑,154
幸福,128
微笑,154
微笑,154
情願,14
遊戲,93
安慰,64
振奮,2
和平,12
打扮,8
榮幸,4
打扮,8
精神,22
自然,45
普通,16
嬉戲,4
青春,409
洋溢,6
嬉戲,4
青春,409
洋溢,6
消遣,11
安慰,64
安慰,64
快樂,279
神采,1
快樂,279
痛快,10
笑容,146
幸福,128
依偎,25
幸福,128
笑容,146
微笑,154
笑容,146
微笑,154
甜美,16
微笑,154
快樂,279
青春,409
飛翔,102
好事,5
陽光,206
彩虹,85
繾綣,10
願意,96
青春,409
幸福,128
賓士,20
賓士,20
賓士,20
發財,1
賺錢,25
享受,117
賓士,20
笑容,146
從容,11
輕鬆,110
輕鬆,110
輕鬆,110
輕鬆,110
不怕,108
享受,117
和平,12
快樂,279
和平,12
和平,12
釋懷,29
歡笑,41
慶幸,13
歡笑,41
放心,41
放鬆,32
甜蜜,61
開心,124
開心,124
滋潤,3
遊戲,93
燭光,8
天堂,43
放心,41
彩虹,85
燭光,8
天堂,43
成功,45
坦然,13
坦然,13
青春,409
輕鬆,110
輕鬆,110
寫意,3
解決,18
幸福,128
笑容,146
花朵,35
幸運,22
感同身受,3
起來,106
起來,106
快樂,279
滿足,36
慶祝,8
清爽,10
清爽,10
精神,22
放鬆,32
悠閒,20
悠閒,20
輕鬆,110
輕鬆,110
隨意,15
恬淡,2
放鬆,32
悠閒,20
悠閒,20
輕鬆,110
輕鬆,110
安定,6
清爽,10
清爽,10
放鬆,32
悠閒,20
悠閒,20
清爽,10
清爽,10
精神,22
自由自在,17
自在,39
盡情,70
不怕,108
嬉戲,4
彩虹,85
笑容,146
不怕,108
不怕,108
快活,19
驚喜,11
微笑,154
歡笑,41
不怕,108
青春,409
撫慰,8
不怕,108
青春,409
自然,45
成就,28
平淡,16
自然,45
快樂,279
快樂,279
放心,41
輕鬆,110
輕鬆,110
快樂,279
悲歡離合,1
願意,96
快樂,279
快樂,279
青春,409
原諒,79
幸福,128
樂園,16
陽光,206
放心,41
陽光,206
笑臉,61
安安靜靜,4
願意,96
青春,409
解除,4
灑脫,23
快樂,279
青春,409
快樂,279
快樂,279
快樂,279
遊戲,93
快樂,279
彩虹,85
快樂,279
彩虹,85
彩虹,85
彩虹,85
盡情,70
解放,18
受寵若驚,4
受寵若驚,4
悠悠,5
安安靜靜,4
願意,96
滿足,36
原諒,79
滿足,36
原諒,79
盡情,70
滿足,36
開心,124
任憑,28
陽光,206
高昂,6
任憑,28
享受,117
陽光,206
高昂,6
原諒,79
原諒,79
青春,409
青春,409
自我陶醉,2
青春,409
自我陶醉,2
陽光,206
青春,409
普通,16
熱戀,7
快樂,279
乾脆,14
安慰,64
甜蜜,61
快樂,279
快樂,279
快樂,279
陽光,206
陽光,206
歡笑,41
青春,409
陽光,206
依偎,25
陽光,206
任憑,28
振奮,2
受寵若驚,4
受寵若驚,4
依偎,25
歡呼,14
飛翔,102
暢談,2
起來,106
成功,45
陽光,206
陽光,206
暢所欲言,2
幸福,128
幸福,128
幸福,128
享受,117
品嚐,9
盪漾,5
知足,6
滿足,36
灑脫,23
相逢,16
平淡,16
不怕,108
青春,409
笑容,146
笑容,146
快樂,279
歡欣,1
和平,12
隨意,15
靜謐,4
陽光,206
歡樂,9
青春,409
原諒,79
原諒,79
自在,39
自在,39
自在,39
享受,117
遊戲,93
好玩,12
享受,117
遊戲,93
好玩,12
解決,18
快樂,279
癒合,8
快樂,279
快樂,279
輕裝,1
寡言,1
願意,96
開心,124
願意,96
開心,124
增長,3
解除,4
好玩,12
遊戲,93
安詳,3
好玩,12
遊戲,93
微笑,154
好玩,12
遊戲,93
快樂,279
便當,11
幸福,128
便當,11
順利,4
香甜,20
香甜,20
美妙,6
飛翔,102
依偎,25
解脫,27
輕鬆,110
輕鬆,110
好過,13
依偎,25
依偎,25
依偎,25
依偎,25
放鬆,32
暢通,4
消遣,11
擺動,15
灑脫,23
陽光,206
暢快,22
暢快,22
恍然大悟,3
暢快,22
暢快,22
不怕,108
放心,41
隨遇而安,2
幸運,22
酣暢,4
滿足,36
開心,124
諒解,6
陽光,206
陽光,206
好過,13
好過,13
擺脫,17
快樂,279
好過,13
好過,13
擺脫,17
快樂,279
自在,39
陽光,206
陽光,206
滿足,36
獲得,8
稱臣,1
自得其樂,4
甜美,16
笑容,146
笑容,146
自在,39
輕鬆,110
輕鬆,110
微笑,154
微笑,154
若無其事,11
平靜,35
微笑,154
haha,11
haha,11
haha,11
haha,11
陽光,206
享受,117
品嚐,9
歡迎,33
青春,409
享受,117
獲得,8
平靜,35
解放,18
微笑,154
願意,96
一顰一笑,2
願意,96
願意,96
快活,19
笑容,146
快樂,279
幸福,128
快樂,279
快樂,279
坦蕩蕩,5
灑脫,23
幸福,128
快樂,279
坦蕩蕩,5
灑脫,23
好事,5
若無其事,11
快活,19
安安靜靜,4
繾綣,10
笑容,146
好笑,3
輕鬆,110
輕鬆,110
約會,16
放鬆,32
笑臉,61
便當,11
輕鬆,110
輕鬆,110
約會,16
放鬆,32
輕鬆,110
輕鬆,110
約會,16
放鬆,32
樂觀,8
熱鬧,33
釋懷,29
熱鬧,33
釋懷,29
熱鬧,33
釋懷,29
陽光,206
陽光,206
青春,409
青春,409
熱戀,7
輕鬆,110
輕鬆,110
輕鬆,110
輕鬆,110
青春,409
樂園,16
微笑,154
擺脫,17
微笑,154
微笑,154
自由自在,17
自由自在,17
自由自在,17
願望,55
彩虹,85
飛翔,102
熱戀,7
依偎,25
熱戀,7
微笑,154
開心,124
偎依,2
開心,124
快樂,279
快樂,279
熱鬧,33
微笑,154
寫意,3
寫意,3
快樂,279
安穩,12
起來,106
起來,106
起來,106
包容,11
原諒,79
從容,11
寂然,2
寂然,2
獲得,8
平淡,16
幸福,128
青春,409
賓士,20
飛越,18
快樂,279
賓士,20
飛越,18
快樂,279
青春,409
情人,28
成功,45
微笑,154
坦然,13
坦然,13
吹拂,9
擺動,15
盎然,2
情願,14
上鉤,1
包容,11
幸福,128
微笑,154
進展,1
哈哈,7
笑臉,61
陽光,206
歡笑,41
笑語,7
青春,409
諒解,6
飛翔,102
好事,5
想開,1
普通,16
快樂,279
快樂,279
原諒,79
安慰,64
安慰,64
開心,124
演出,24
演出,24
遊戲,93
飛翔,102
天堂,43
快樂,279
燭光,8
燭光,8
便當,11
飛翔,102
天堂,43
陽光,206
幸福,128
陽光,206
開心,124
開心,124
快活,19
平靜,35
平靜,35
平靜,35
歡愉,4
笑容,146
陽光,206
笑容,146
笑容,146
笑容,146
微笑,154
成功,45
笑容,146
盡情,70
擺動,15
暢快,22
暢快,22
陽光,206
熱烈,28
起來,106
寧靜,6
微笑,154
悠閒,20
悠閒,20
微笑,154
微笑,154
幸福,128
幸運,22
起來,106
起來,106
青春,409
源源不絕,2
談天說地,1
快樂,279
快樂,279
自然,45
輕飄飄,3
歡呼,14
天堂,43
成就,28
開心,124
笑容,146
快活,19
快活,19
青春,409
盡情,70
笑容,146
相逢,16
驚喜,11
熱鬧,33
彩虹,85
青春,409
升學,2
願望,55
安慰,64
青春,409
自由自在,17
快樂,279
安慰,64
熱鬧,33
陽光,206
笑容,146
平靜,35
平靜,35
喧騰,2
喧騰,2
微笑,154
快樂,279
快樂,279
快樂,279
青春,409
快樂,279
快樂,279
青春,409
遊戲,93
消遣,11
繾綣,10
火熱,5
幸福,128
微笑,154
青春,409
微笑,154
青春,409
願望,55
幸福,128
幸福,128
快樂,279
美妙,6
美妙,6
原諒,79
天堂,43
幸福,128
享受,117
安全,13
陽光,206
安全,13
隨意,15
陽光,206
悠悠,5
隨意,15
快樂,279
微笑,154
快樂,279
安慰,64
起勁,3
榮幸,4
幸福,128
順利,4
一路順風,1
相逢,16
青春,409
青春,409
青春,409
青春,409
海闊天空,12
海闊天空,12
陽光,206
享受,117
陽光,206
青春,409
青春,409
青春,409
青春,409
青春,409
調侃,4
見怪不怪,2
寂靜,13
微笑,154
盡情,70
飛奔,5
青春,409
陽光,206
微笑,154
豐衣足食,2
豐衣足食,2
賺錢,25
樂園,16
樂園,16
青春,409
青春,409
幸福,128
青春,409
青春,409
青春,409
快樂,279
自然,45
賺錢,25
滿足,36
舒服,36
舒服,36
普通,16
輕鬆,110
輕鬆,110
微笑,154
愜意,2
享受,117
微笑,154
僥倖,2
笑臉,61
笑臉,61
快樂,279
笑臉,61
陽光,206
青春,409
慰藉,4
重聚,3
雨過天青,2
昂然,2
歡笑,41
青春,409
彩虹,85
開心,124
享受,117
盡情,70
不怕,108
青春,409
青春,409
青春,409
青春,409
青春,409
享受,117
青春,409
原諒,79
微笑,154
青春,409
青春,409
青春,409
青春,409
邂逅,19
相逢,16
邂逅,19
青春,409
青春,409
笑容,146
原諒,79
原諒,79
慰藉,4
青春,409
青春,409
不怕,108
不怕,108
歡迎,33
淡薄,6
歡迎,33
淡薄,6
歡迎,33
淡薄,6
歡迎,33
甜蜜,61
精神,22
哈哈,7
甜蜜,61
甜蜜,61
悠閒,20
悠閒,20
願意,96
約會,16
甜蜜,61
起來,106
演出,24
甜蜜,61
甜蜜,61
撫慰,8
甜蜜,61
甜蜜,61
展望,3
昂然,2
展望,3
青春,409
包容,11
青春,409
不怕,108
青春,409
青春,409
陽光,206
不怕,108
開心,124
安定,6
陽光,206
快樂,279
消遣,11
願望,55
徜徉,18
相視而笑,3
飛翔,102
青春,409
青春,409
彩虹,85
笑容,146
青春,409
飛翔,102
青春,409
快樂,279
奔放,3
驚喜,11
飛翔,102
釋懷,29
不怕,108
愉快,5
開心,124
起勁,3
釋懷,29
不怕,108
愉快,5
享受,117
開心,124
相逢,16
邂逅,19
相逢,16
演出,24
平淡,16
陽光,206
甜蜜,61
青春,409
甜蜜,61
願意,96
幸福,128
青春,409
起來,106
起來,106
情侶,7
繾綣,10
詩情畫意,1
起來,106
起來,106
情人,28
悠閒,20
悠閒,20
品嚐,9
起來,106
起來,106
陽光,206
陽光,206
陽光,206
快樂,279
快樂,279
飛翔,102
高唱,7
奔放,3
幸福,128
高唱,7
釋懷,29
笑容,146
暢所欲言,2
遊戲,93
願意,96
成功,45
青春,409
起來,106
原諒,79
享受,117
開心,124
痛快,10
快樂,279
天堂,43
天堂,43
天堂,43
天堂,43
享受,117
享受,117
依偎,25
依偎,25
雀躍,4
笑容,146
青春,409
起來,106
淺笑,2
陽光,206
彩虹,85
起來,106
淺笑,2
陽光,206
彩虹,85
歡笑,41
快樂,279
解脫,27
微笑,154
嬉笑,2
自然,45
原諒,79
微笑,154
原諒,79
青春,409
成功,45
致謝,2
成功,45
青春,409
飛越,18
成功,45
青春,409
遊戲,93
天堂,43
青春,409
釋然,1
春光,2
春光,2
青春,409
青春,409
青春,409
青春,409
陽光,206
笑臉,61
約會,16
飛翔,102
天堂,43
飛翔,102
天堂,43
諒解,6
踏實,5
踏實,5
眾生,2
熱烈,28
遊戲,93
幸福,128
笑容,146
笑容,146
青春,409
笑容,146
痛快,10
歡笑,41
歡笑,41
歡笑,41
陽光,206
陽光,206
依偎,25
安安靜靜,4
安全,13
安全,13
快樂,279
風平浪靜,10
風平浪靜,10
笑容,146
釋懷,29
甜蜜,61
陽光,206
甜蜜,61
演出,24
願意,96
願意,96
自在,39
自在,39
自在,39
安慰,64
飛翔,102
釋懷,29
微笑,154
安慰,64
甜蜜,61
幸福,128
熱烈,28
甜美,16
相視而笑,3
甜美,16
原諒,79
笑臉,61
享受,117
滿足,36
快樂,279
快樂,279
起來,106
起來,106
回心轉意,1
原諒,79
快樂,279
理直氣壯,7
四通八達,3
地久天長,3
享受,117
微笑,154
起來,106
起來,106
會心,1
坦然,13
撫慰,8
坦然,13
撫慰,8
撫慰,8
快樂,279
歡樂,9
痛快,10
解脫,27
天堂,43
開心,124
開心,124
高興,14
遊戲,93
新年,3
微笑,154
快樂,279
風平浪靜,10
風平浪靜,10
甜蜜,61
風平浪靜,10
風平浪靜,10
甜蜜,61
快樂,279
成就,28
熱鬧,33
熱鬧,33
飛翔,102
情人,28
情人,28
情人,28
情人,28
情人,28
原諒,79
開心,124
情形,3
開心,124
高興,14
大笑,11
海闊天空,12
海闊天空,12
快活,19
哈哈,7
青春,409
包容,11
青春,409
不怕,108
諒解,6
自在,39
青春,409
青春,409
高興,14
願望,55
願望,55
成就,28
獲得,8
擺脫,17
快樂,279
幸福,128
隨意,15
陽光,206
陽光,206
運氣,7
笑容,146
歡笑,41
青春,409
快樂,279
成就,28
青春,409
青春,409
微笑,154
快樂,279
成就,28
歡笑,41
青春,409
青春,409
微笑,154
青春,409
微笑,154
青春,409
飛揚,12
歡笑,41
飛翔,102
花朵,35
花朵,35
暢通,4
花朵,35
花朵,35
花朵,35
花朵,35
暢通,4
花朵,35
花朵,35
放鬆,32
快樂,279
開心,124
樂園,16
花朵,35
花朵,35
暢通,4
花朵,35
花朵,35
高興,14
高興,14
遊戲,93
賓士,20
安穩,12
灑脫,23
解脫,27
情願,14
享受,117
笑容,146
甜蜜,61
開心,124
享受,117
笑容,146
甜蜜,61
開心,124
癒合,8
癒合,8
青春,409
癒合,8
自然,45
遊戲,93
消遣,11
自然,45
輕鬆,110
輕鬆,110
隨意,15
精神,22
升級,2
中選,2
愉快,5
自在,39
自在,39
自在,39
好事,5
自然,45
遊戲,93
自然,45
自然,45
甜蜜,61
甜蜜,61
起來,106
若無其事,11
輕鬆,110
輕鬆,110
微笑,154
坦然,13
超爽,4
見怪不怪,2
隨意,15
超爽,4
超爽,4
起來,106
願望,55
原諒,79
陽光,206
微笑,154
彩虹,85
擺動,15
輕輕鬆鬆,9
享受,117
開心,124
彩虹,85
擺動,15
輕輕鬆鬆,9
享受,117
開心,124
甜美,16
解決,18
甜美,16
甜美,16
享受,117
樂趣,6
安定,6
陽光,206
快樂,279
飛翔,102
情侶,7
開心,124
成功,45
幸福,128
放鬆,32
成就,28
甜蜜,61
放鬆,32
成就,28
甜蜜,61
情願,14
勢如破竹,1
安詳,3
海闊天空,12
海闊天空,12
微笑,154
海闊天空,12
海闊天空,12
陽光,206
微笑,154
彩虹,85
開心,124
盡情,70
享受,117
樂趣,6
陽光,206
微笑,154
安慰,64
盡情,70
享受,117
樂趣,6
盡情,70
享受,117
樂趣,6
盡情,70
享受,117
樂趣,6
陽光,206
天堂,43
飛翔,102
陽光,206
自由自在,17
起來,106
不怕,108
春風化雨,2
春風化雨,2
青春,409
盡情,70
陽光,206
青春,409
盡情,70
陽光,206
笑臉,61
青春,409
盡情,70
陽光,206
青春,409
盡情,70
陽光,206
安慰,64
陽光,206
青春,409
享受,117
青春,409
Happy,7
Happy,7
幸福,128
幸福,128
幸福,128
笑臉,61
狂歡,21
笑臉,61
開懷,2
熱烈,28
乾脆,14
安慰,64
乾脆,14
安慰,64
幸福,128
笑顏,14
歡迎,33
改造,1
心甘情願,6
順從,4
盡情,70
盡情,70
洋洋,2
悠閒,20
悠閒,20
自在,39
洋洋,2
悠閒,20
悠閒,20
自在,39
原諒,79
高歌,5
高歌,5
遊戲,93
微笑,154
解決,18
解決,18
快樂,279
快樂,279
願望,55
啟用,2
徜徉,18
興致,1
熱鬧,33
起來,106
自由自在,17
徜徉,18
放心,41
大笑,11
成就,28
遊戲,93
放心,41
任憑,28
任憑,28
起來,106
好玩,12
起來,106
熱鬧,33
青春,409
開心,124
開心,124
舒服,36
舒服,36
舒服,36
舒服,36
甜蜜,61
陽光,206
解脫,27
甜美,16
笑顏,14
照耀,13
輕鬆,110
輕鬆,110
清爽,10
清爽,10
遊戲,93
享受,117
陽光,206
盡興,3
輕鬆,110
輕鬆,110
輕鬆,110
輕鬆,110
放鬆,32
輕鬆,110
輕鬆,110
輕鬆,110
輕鬆,110
天堂,43
遊戲,93
遊戲,93
原諒,79
陽光,206
成就,28
開心,124
歡愉,4
快樂,279
快樂,279
快樂,279
快樂,279
快樂,279
快樂,279
遊歷,2
解決,18
演出,24
幸福,128
青春,409
青春,409
任憑,28
享受,117
起來,106
快樂,279
願望,55
輕快,3
愉快,5
遊戲,93
自在,39
及時雨,2
及時雨,2
開心,124
帶勁,1
陽光,206
笑容,146
陽光,206
釋懷,29
平靜,35
安慰,64
心甘情願,6
笑容,146
若無其事,11
快樂,279
甜蜜,61
快樂,279
同樂,1
笑臉,61
彩虹,85
彩虹,85
原諒,79
靜謐,4
青春,409
獨善其身,4
獨善其身,4
獨善其身,4
花朵,35
陽光,206
不由自主,4
歡呼,14
歡呼,14
馳騁,3
展翅,12
歡笑,41
馳騁,3
展翅,12
馳騁,3
展翅,12
微笑,154
青春,409
遨遊,12
心有靈犀一點通,2
打扮,8
慶幸,13
幸運,22
恬淡,2
幸運,22
願意,96
安慰,64
自得其樂,4
飛翔,102
自得其樂,4
飛翔,102
不當,1
適可而止,1
樂於,2
不怕,108
快樂,279
彩虹,85
花朵,35
笑容,146
彩虹,85
花朵,35
笑臉,61
青春,409
安慰,64
甜蜜,61
甜蜜,61
甜蜜,61
歡喜,9
開心,124
開心,124
平淡,16
開心,124
遊戲,93
感同身受,3
笑容,146
青春,409
青春,409
快樂,279
快樂,279
慶幸,13
百感交集,1
熱鬧,33
開心,124
開心,124
情人,28
幸福,128
願意,96
快樂,279
情懷,8
情懷,8
情懷,8
輕鬆,110
輕鬆,110
若無其事,11
盡情,70
遊玩,2
徜徉,18
徜徉,18
滿足,36
微笑,154
飛馳,2
新年,3
快樂,279
幸福,128
平安,13
徜徉,18
微笑,154
快樂,279
陽光,206
成果,2
成果,2
靜謐,4
笑容,146
暢快,22
暢快,22
平靜,35
暢快,22
暢快,22
平靜,35
笑容,146
暢快,22
暢快,22
平靜,35
青春,409
成功,45
原諒,79
盡情,70
笑顏,14
幸福,128
歡笑,41
盡情,70
笑顏,14
幸福,128
笑容,146
一拍即合,2
歡迎,33
對得起,3
青春,409
縱情,2
縱情,2
不怕,108
依偎,25
笑容,146
願望,55
獎賞,2
約會,16
青春,409
火熱,5
笑臉,61
熱熱鬧鬧,1
不怕,108
笑臉,61
火熱,5
微笑,154
陽光,206
微笑,154
陽光,206
自在,39
任憑,28
順利,4
演出,24
開心,124
甜蜜,61
陽光,206
開心,124
遊戲,93
青春,409
起來,106
開心,124
遊戲,93
青春,409
自在,39
遊戲,93
青春,409
遊戲,93
青春,409
願意,96
遊戲,93
幸運,22
幸運,22
和平,12
致謝,2
淡然,3
便當,11
充實,4
成就,28
青眼,1
智慧,9
願意,96
笑容,146
解脫,27
情侶,7
解決,18
賺錢,25
哇哈哈,1
放心,41
快樂,279
歡樂,9
快樂,279
遊戲,93
花朵,35
高歌,5
獻花,2
快樂,279
快樂,279
快樂,279
輕鬆,110
輕鬆,110
笑容,146
幸福,128
成功,45
成就,28
歡迎,33
歡迎,33
慶祝,8
花朵,35
慶祝,8
和美,1
彩虹,85
展翅,12
原諒,79
願意,96
依偎,25
原諒,79
原諒,79
笑容,146
情懷,8
放鬆,32
飛翔,102
青春,409
青春,409
青春,409
青春,409
興沖沖,1
笑容,146
笑容,146
舒服,36
舒服,36
享有,1
優惠,4
優惠,4
優惠,4
優惠,4
解決,18
徜徉,18
遨遊,12
依偎,25
輕鬆,110
輕鬆,110
快樂,279
滿足,36
飛翔,102
依偎,25
依偎,25
願意,96
幸運,22
歡迎,33
安全,13
田園,4
安穩,12
自然,45
平靜,35
豐沛,1
滿足,36
自在,39
邂逅,19
自然,45
開心,124
包容,11
開心,124
開心,124
滋潤,3
飛奔,5
安全,13
飛奔,5
繾綣,10
繾綣,10
青春,409
青春,409
上進,2
青春,409
洋溢,6
徜徉,18
青春,409
增長,3
青春,409
繾綣,10
歡迎,33
任憑,28
青春,409
情人,28
享受,117
快感,2
快樂,279
安穩,12
坦然,13
不怕,108
榮幸,4
起來,106
起來,106
起來,106
歡迎,33
快樂,279
快樂,279
開心,124
快樂,279
花朵,35
花朵,35
幸福,128
不怕,108
喜悅,11
幸福,128
不怕,108
解決,18
解決,18
平安,13
笑臉,61
笑臉,61
幸福,128
各取所需,1
原諒,79
願望,55
解脫,27
過癮,5
過癮,5
享受,117
快樂,279
原諒,79
原諒,79
原諒,79
開心,124
解除,4
擺脫,17
飛翔,102
快樂,279
遊戲,93
放心,41
陽光,206
陽光,206
青春,409
陽光,206
陽光,206
微笑,154
釋懷,29
釋懷,29
願意,96
飛揚,12
飛揚,12
飛揚,12
陽光,206
陽光,206
放鬆,32
笑容,146
快樂,279
快樂,279
狂笑,3
盡情,70
遊戲,93
不怕,108
狂笑,3
盡情,70
解放,18
狂笑,3
盡情,70
盡情,70
安慰,64
原諒,79
微笑,154
安慰,64
原諒,79
微笑,154
理直氣壯,7
四通八達,3
地久天長,3
笑容,146
笑容,146
陽光,206
遊戲,93
原諒,79
飛奔,5
陽光,206
快樂,279
願望,55
願望,55
不怕,108
甜蜜,61
青春,409
好日子,3
安慰,64
情慾,12
平安,13
獻花,2
自然,45
揭曉,3
彩虹,85
青春,409
微笑,154
舒服,36
舒服,36
放鬆,32
開心,124
願意,96
陽光,206
遊戲,93
彩虹,85
放心,41
熱烈,28
微笑,154
願望,55
飛翔,102
激烈,3
普通,16
幸福,128
平淡,16
願意,96
微笑,154
陽光,206
寂靜,13
溫存,4
青春,409
溫存,4
青春,409
青春,409
遊戲,93
情形,3
狂歡,21
笑臉,61
花朵,35
微笑,154
擺脫,17
灑脫,23
花朵,35
花朵,35
青春,409
飛越,18
歡笑,41
青春,409
飛越,18
青春,409
